Serial No.,MQ2,Gas,Gaseus state
141,549,Smoke,141_Smoke
142,547,Smoke,142_Smoke
143,546,Smoke,143_Smoke
144,545,Smoke,144_Smoke
145,545,Smoke,145_Smoke
146,543,Smoke,146_Smoke
147,542,Smoke,147_Smoke
148,542,Smoke,148_Smoke
149,540,Smoke,149_Smoke
150,540,Smoke,150_Smoke
151,539,Smoke,151_Smoke
152,539,Smoke,152_Smoke
153,538,Smoke,153_Smoke
154,538,Smoke,154_Smoke
155,538,Smoke,155_Smoke
156,537,Smoke,156_Smoke
157,538,Smoke,157_Smoke
158,534,Smoke,158_Smoke
159,528,Smoke,159_Smoke
160,528,Smoke,160_Smoke
161,529,Smoke,161_Smoke
162,530,Smoke,162_Smoke
163,528,Smoke,163_Smoke
164,529,Smoke,164_Smoke
165,526,Smoke,165_Smoke
166,527,Smoke,166_Smoke
167,527,Smoke,167_Smoke
168,526,Smoke,168_Smoke
169,531,Smoke,169_Smoke
170,527,Smoke,170_Smoke
171,516,Smoke,171_Smoke
172,516,Smoke,172_Smoke
173,515,Smoke,173_Smoke
174,514,Smoke,174_Smoke
175,516,Smoke,175_Smoke
176,515,Smoke,176_Smoke
177,515,Smoke,177_Smoke
178,515,Smoke,178_Smoke
179,515,Smoke,179_Smoke
180,514,Smoke,180_Smoke
181,515,Smoke,181_Smoke
182,514,Smoke,182_Smoke
183,514,Smoke,183_Smoke
184,514,Smoke,184_Smoke
185,514,Smoke,185_Smoke
186,514,Smoke,186_Smoke
187,513,Smoke,187_Smoke
188,514,Smoke,188_Smoke
189,513,Smoke,189_Smoke
190,513,Smoke,190_Smoke
191,513,Smoke,191_Smoke
192,512,Smoke,192_Smoke
193,512,Smoke,193_Smoke
194,513,Smoke,194_Smoke
195,512,Smoke,195_Smoke
196,512,Smoke,196_Smoke
197,512,Smoke,197_Smoke
198,512,Smoke,198_Smoke
199,512,Smoke,199_Smoke
200,584,Smoke,200_Smoke
201,662,Smoke,201_Smoke
202,660,Smoke,202_Smoke
203,652,Smoke,203_Smoke
204,652,Smoke,204_Smoke
205,713,Smoke,205_Smoke
206,704,Smoke,206_Smoke
207,690,Smoke,207_Smoke
208,679,Smoke,208_Smoke
209,685,Smoke,209_Smoke
210,674,Smoke,210_Smoke
211,664,Smoke,211_Smoke
212,656,Smoke,212_Smoke
213,647,Smoke,213_Smoke
214,640,Smoke,214_Smoke
215,635,Smoke,215_Smoke
216,629,Smoke,216_Smoke
217,624,Smoke,217_Smoke
218,619,Smoke,218_Smoke
219,615,Smoke,219_Smoke
220,610,Smoke,220_Smoke
221,606,Smoke,221_Smoke
222,603,Smoke,222_Smoke
223,599,Smoke,223_Smoke
224,596,Smoke,224_Smoke
225,595,Smoke,225_Smoke
226,592,Smoke,226_Smoke
227,590,Smoke,227_Smoke
228,587,Smoke,228_Smoke
229,585,Smoke,229_Smoke
230,538,Smoke,230_Smoke
231,537,Smoke,231_Smoke
232,537,Smoke,232_Smoke
233,536,Smoke,233_Smoke
234,536,Smoke,234_Smoke
235,536,Smoke,235_Smoke
236,535,Smoke,236_Smoke
237,534,Smoke,237_Smoke
238,534,Smoke,238_Smoke
239,534,Smoke,239_Smoke
240,533,Smoke,240_Smoke
241,535,Smoke,241_Smoke
242,534,Smoke,242_Smoke
243,534,Smoke,243_Smoke
244,533,Smoke,244_Smoke
245,533,Smoke,245_Smoke
246,532,Smoke,246_Smoke
247,533,Smoke,247_Smoke
248,532,Smoke,248_Smoke
249,531,Smoke,249_Smoke
250,532,Smoke,250_Smoke
251,532,Smoke,251_Smoke
252,531,Smoke,252_Smoke
253,531,Smoke,253_Smoke
254,532,Smoke,254_Smoke
255,534,Smoke,255_Smoke
256,534,Smoke,256_Smoke
257,533,Smoke,257_Smoke
258,533,Smoke,258_Smoke
259,645,Smoke,259_Smoke
260,653,Smoke,260_Smoke
261,645,Smoke,261_Smoke
262,636,Smoke,262_Smoke
263,628,Smoke,263_Smoke
264,621,Smoke,264_Smoke
265,614,Smoke,265_Smoke
266,608,Smoke,266_Smoke
267,603,Smoke,267_Smoke
268,598,Smoke,268_Smoke
269,594,Smoke,269_Smoke
270,591,Smoke,270_Smoke
271,588,Smoke,271_Smoke
272,584,Smoke,272_Smoke
273,581,Smoke,273_Smoke
274,579,Smoke,274_Smoke
275,576,Smoke,275_Smoke
276,574,Smoke,276_Smoke
277,572,Smoke,277_Smoke
278,570,Smoke,278_Smoke
279,568,Smoke,279_Smoke
280,566,Smoke,280_Smoke
281,565,Smoke,281_Smoke
282,564,Smoke,282_Smoke
283,563,Smoke,283_Smoke
284,562,Smoke,284_Smoke
285,561,Smoke,285_Smoke
286,560,Smoke,286_Smoke
287,559,Smoke,287_Smoke
288,558,Smoke,288_Smoke
289,557,Smoke,289_Smoke
290,556,Smoke,290_Smoke
291,555,Smoke,291_Smoke
292,555,Smoke,292_Smoke
293,554,Smoke,293_Smoke
294,553,Smoke,294_Smoke
295,552,Smoke,295_Smoke
296,551,Smoke,296_Smoke
297,550,Smoke,297_Smoke
298,550,Smoke,298_Smoke
299,549,Smoke,299_Smoke
300,549,Smoke,300_Smoke
301,548,Smoke,301_Smoke
302,547,Smoke,302_Smoke
303,547,Smoke,303_Smoke
304,546,Smoke,304_Smoke
305,546,Smoke,305_Smoke
306,537,Smoke,306_Smoke
307,537,Smoke,307_Smoke
308,538,Smoke,308_Smoke
309,537,Smoke,309_Smoke
310,537,Smoke,310_Smoke
311,537,Smoke,311_Smoke
312,537,Smoke,312_Smoke
313,536,Smoke,313_Smoke
314,536,Smoke,314_Smoke
315,536,Smoke,315_Smoke
316,536,Smoke,316_Smoke
317,536,Smoke,317_Smoke
318,536,Smoke,318_Smoke
319,535,Smoke,319_Smoke
320,535,Smoke,320_Smoke
321,535,Smoke,321_Smoke
322,535,Smoke,322_Smoke
323,535,Smoke,323_Smoke
324,535,Smoke,324_Smoke
325,535,Smoke,325_Smoke
326,536,Smoke,326_Smoke
327,535,Smoke,327_Smoke
328,535,Smoke,328_Smoke
329,535,Smoke,329_Smoke
330,534,Smoke,330_Smoke
331,534,Smoke,331_Smoke
332,549,Smoke,332_Smoke
333,568,Smoke,333_Smoke
334,576,Smoke,334_Smoke
335,583,Smoke,335_Smoke
336,581,Smoke,336_Smoke
337,584,Smoke,337_Smoke
338,589,Smoke,338_Smoke
339,588,Smoke,339_Smoke
340,587,Smoke,340_Smoke
341,588,Smoke,341_Smoke
342,592,Smoke,342_Smoke
343,601,Smoke,343_Smoke
344,609,Smoke,344_Smoke
345,612,Smoke,345_Smoke
346,612,Smoke,346_Smoke
347,610,Smoke,347_Smoke
348,623,Smoke,348_Smoke
349,632,Smoke,349_Smoke
350,630,Smoke,350_Smoke
351,626,Smoke,351_Smoke
352,622,Smoke,352_Smoke
353,617,Smoke,353_Smoke
354,612,Smoke,354_Smoke
355,607,Smoke,355_Smoke
356,603,Smoke,356_Smoke
357,600,Smoke,357_Smoke
358,597,Smoke,358_Smoke
359,593,Smoke,359_Smoke
360,591,Smoke,360_Smoke
361,588,Smoke,361_Smoke
362,587,Smoke,362_Smoke
363,584,Smoke,363_Smoke
364,582,Smoke,364_Smoke
365,580,Smoke,365_Smoke
366,579,Smoke,366_Smoke
367,579,Smoke,367_Smoke
368,576,Smoke,368_Smoke
369,575,Smoke,369_Smoke
370,573,Smoke,370_Smoke
371,572,Smoke,371_Smoke
372,571,Smoke,372_Smoke
373,569,Smoke,373_Smoke
374,568,Smoke,374_Smoke
375,567,Smoke,375_Smoke
376,566,Smoke,376_Smoke
377,565,Smoke,377_Smoke
378,564,Smoke,378_Smoke
379,563,Smoke,379_Smoke
380,562,Smoke,380_Smoke
381,562,Smoke,381_Smoke
382,560,Smoke,382_Smoke
383,560,Smoke,383_Smoke
384,559,Smoke,384_Smoke
385,558,Smoke,385_Smoke
386,558,Smoke,386_Smoke
387,557,Smoke,387_Smoke
388,556,Smoke,388_Smoke
389,556,Smoke,389_Smoke
390,555,Smoke,390_Smoke
391,554,Smoke,391_Smoke
392,553,Smoke,392_Smoke
393,553,Smoke,393_Smoke
394,553,Smoke,394_Smoke
395,552,Smoke,395_Smoke
396,552,Smoke,396_Smoke
397,551,Smoke,397_Smoke
398,551,Smoke,398_Smoke
399,550,Smoke,399_Smoke
400,550,Smoke,400_Smoke
401,549,Smoke,401_Smoke
402,549,Smoke,402_Smoke
403,549,Smoke,403_Smoke
404,549,Smoke,404_Smoke
405,548,Smoke,405_Smoke
406,549,Smoke,406_Smoke
407,549,Smoke,407_Smoke
408,548,Smoke,408_Smoke
409,549,Smoke,409_Smoke
410,547,Smoke,410_Smoke
411,547,Smoke,411_Smoke
412,546,Smoke,412_Smoke
413,546,Smoke,413_Smoke
414,545,Smoke,414_Smoke
415,545,Smoke,415_Smoke
416,545,Smoke,416_Smoke
417,539,Smoke,417_Smoke
418,539,Smoke,418_Smoke
419,539,Smoke,419_Smoke
420,539,Smoke,420_Smoke
421,538,Smoke,421_Smoke
422,538,Smoke,422_Smoke
423,538,Smoke,423_Smoke
424,538,Smoke,424_Smoke
425,538,Smoke,425_Smoke
426,537,Smoke,426_Smoke
427,537,Smoke,427_Smoke
428,537,Smoke,428_Smoke
429,536,Smoke,429_Smoke
430,536,Smoke,430_Smoke
431,537,Smoke,431_Smoke
432,536,Smoke,432_Smoke
433,536,Smoke,433_Smoke
434,535,Smoke,434_Smoke
435,536,Smoke,435_Smoke
436,535,Smoke,436_Smoke
437,535,Smoke,437_Smoke
438,535,Smoke,438_Smoke
439,535,Smoke,439_Smoke
440,535,Smoke,440_Smoke
441,535,Smoke,441_Smoke
442,536,Smoke,442_Smoke
443,537,Smoke,443_Smoke
444,537,Smoke,444_Smoke
445,538,Smoke,445_Smoke
446,632,Smoke,446_Smoke
447,676,Smoke,447_Smoke
448,664,Smoke,448_Smoke
449,652,Smoke,449_Smoke
450,641,Smoke,450_Smoke
451,632,Smoke,451_Smoke
452,634,Smoke,452_Smoke
453,645,Smoke,453_Smoke
454,643,Smoke,454_Smoke
455,634,Smoke,455_Smoke
456,626,Smoke,456_Smoke
457,620,Smoke,457_Smoke
458,613,Smoke,458_Smoke
459,608,Smoke,459_Smoke
460,603,Smoke,460_Smoke
461,599,Smoke,461_Smoke
462,596,Smoke,462_Smoke
463,592,Smoke,463_Smoke
464,589,Smoke,464_Smoke
465,586,Smoke,465_Smoke
466,583,Smoke,466_Smoke
467,580,Smoke,467_Smoke
468,578,Smoke,468_Smoke
469,576,Smoke,469_Smoke
470,573,Smoke,470_Smoke
471,572,Smoke,471_Smoke
472,571,Smoke,472_Smoke
473,568,Smoke,473_Smoke
474,566,Smoke,474_Smoke
475,566,Smoke,475_Smoke
476,563,Smoke,476_Smoke
477,562,Smoke,477_Smoke
478,560,Smoke,478_Smoke
479,559,Smoke,479_Smoke
480,558,Smoke,480_Smoke
481,556,Smoke,481_Smoke
482,555,Smoke,482_Smoke
483,554,Smoke,483_Smoke
484,553,Smoke,484_Smoke
485,552,Smoke,485_Smoke
486,551,Smoke,486_Smoke
487,550,Smoke,487_Smoke
488,550,Smoke,488_Smoke
489,548,Smoke,489_Smoke
490,548,Smoke,490_Smoke
491,547,Smoke,491_Smoke
492,546,Smoke,492_Smoke
493,529,Smoke,493_Smoke
494,529,Smoke,494_Smoke
495,528,Smoke,495_Smoke
496,527,Smoke,496_Smoke
497,528,Smoke,497_Smoke
498,528,Smoke,498_Smoke
499,527,Smoke,499_Smoke
500,527,Smoke,500_Smoke
501,527,Smoke,501_Smoke
502,527,Smoke,502_Smoke
503,528,Smoke,503_Smoke
504,527,Smoke,504_Smoke
505,526,Smoke,505_Smoke
506,527,Smoke,506_Smoke
507,526,Smoke,507_Smoke
508,527,Smoke,508_Smoke
509,527,Smoke,509_Smoke
510,527,Smoke,510_Smoke
511,526,Smoke,511_Smoke
512,526,Smoke,512_Smoke
513,526,Smoke,513_Smoke
514,526,Smoke,514_Smoke
515,526,Smoke,515_Smoke
516,526,Smoke,516_Smoke
517,527,Smoke,517_Smoke
518,541,Smoke,518_Smoke
519,550,Smoke,519_Smoke
520,558,Smoke,520_Smoke
521,562,Smoke,521_Smoke
522,566,Smoke,522_Smoke
523,581,Smoke,523_Smoke
524,585,Smoke,524_Smoke
525,589,Smoke,525_Smoke
526,591,Smoke,526_Smoke
527,599,Smoke,527_Smoke
528,602,Smoke,528_Smoke
529,602,Smoke,529_Smoke
530,600,Smoke,530_Smoke
531,598,Smoke,531_Smoke
532,599,Smoke,532_Smoke
533,598,Smoke,533_Smoke
534,603,Smoke,534_Smoke
535,622,Smoke,535_Smoke
536,629,Smoke,536_Smoke
537,630,Smoke,537_Smoke
538,628,Smoke,538_Smoke
539,626,Smoke,539_Smoke
540,623,Smoke,540_Smoke
541,619,Smoke,541_Smoke
542,615,Smoke,542_Smoke
543,611,Smoke,543_Smoke
544,607,Smoke,544_Smoke
545,604,Smoke,545_Smoke
546,600,Smoke,546_Smoke
547,597,Smoke,547_Smoke
548,594,Smoke,548_Smoke
549,591,Smoke,549_Smoke
550,589,Smoke,550_Smoke
551,586,Smoke,551_Smoke
552,584,Smoke,552_Smoke
553,582,Smoke,553_Smoke
554,579,Smoke,554_Smoke
555,578,Smoke,555_Smoke
556,575,Smoke,556_Smoke
557,574,Smoke,557_Smoke
558,572,Smoke,558_Smoke
559,570,Smoke,559_Smoke
560,569,Smoke,560_Smoke
561,568,Smoke,561_Smoke
562,566,Smoke,562_Smoke
563,565,Smoke,563_Smoke
564,563,Smoke,564_Smoke
565,562,Smoke,565_Smoke
566,561,Smoke,566_Smoke
567,560,Smoke,567_Smoke
568,559,Smoke,568_Smoke
569,557,Smoke,569_Smoke
570,556,Smoke,570_Smoke
571,555,Smoke,571_Smoke
572,554,Smoke,572_Smoke
573,553,Smoke,573_Smoke
574,552,Smoke,574_Smoke
575,552,Smoke,575_Smoke
576,551,Smoke,576_Smoke
577,550,Smoke,577_Smoke
578,550,Smoke,578_Smoke
579,549,Smoke,579_Smoke
580,549,Smoke,580_Smoke
581,548,Smoke,581_Smoke
582,548,Smoke,582_Smoke
583,547,Smoke,583_Smoke
584,536,Smoke,584_Smoke
585,536,Smoke,585_Smoke
586,536,Smoke,586_Smoke
587,535,Smoke,587_Smoke
588,535,Smoke,588_Smoke
589,535,Smoke,589_Smoke
590,534,Smoke,590_Smoke
591,534,Smoke,591_Smoke
592,534,Smoke,592_Smoke
593,534,Smoke,593_Smoke
594,534,Smoke,594_Smoke
595,534,Smoke,595_Smoke
596,533,Smoke,596_Smoke
597,533,Smoke,597_Smoke
598,533,Smoke,598_Smoke
599,533,Smoke,599_Smoke
600,532,Smoke,600_Smoke
601,533,Smoke,601_Smoke
602,532,Smoke,602_Smoke
603,532,Smoke,603_Smoke
604,532,Smoke,604_Smoke
605,532,Smoke,605_Smoke
606,532,Smoke,606_Smoke
607,532,Smoke,607_Smoke
608,531,Smoke,608_Smoke
609,531,Smoke,609_Smoke
610,531,Smoke,610_Smoke
611,531,Smoke,611_Smoke
612,552,Smoke,612_Smoke
613,643,Smoke,613_Smoke
614,669,Smoke,614_Smoke
615,664,Smoke,615_Smoke
616,656,Smoke,616_Smoke
617,649,Smoke,617_Smoke
618,644,Smoke,618_Smoke
619,640,Smoke,619_Smoke
620,638,Smoke,620_Smoke
621,642,Smoke,621_Smoke
622,645,Smoke,622_Smoke
623,640,Smoke,623_Smoke
624,633,Smoke,624_Smoke
625,627,Smoke,625_Smoke
626,623,Smoke,626_Smoke
627,620,Smoke,627_Smoke
628,616,Smoke,628_Smoke
629,612,Smoke,629_Smoke
630,610,Smoke,630_Smoke
631,609,Smoke,631_Smoke
632,606,Smoke,632_Smoke
633,602,Smoke,633_Smoke
634,600,Smoke,634_Smoke
635,596,Smoke,635_Smoke
636,594,Smoke,636_Smoke
637,591,Smoke,637_Smoke
638,588,Smoke,638_Smoke
639,587,Smoke,639_Smoke
640,584,Smoke,640_Smoke
641,583,Smoke,641_Smoke
642,580,Smoke,642_Smoke
643,579,Smoke,643_Smoke
644,578,Smoke,644_Smoke
645,575,Smoke,645_Smoke
646,574,Smoke,646_Smoke
647,573,Smoke,647_Smoke
648,571,Smoke,648_Smoke
649,570,Smoke,649_Smoke
650,568,Smoke,650_Smoke
651,566,Smoke,651_Smoke
652,565,Smoke,652_Smoke
653,564,Smoke,653_Smoke
654,564,Smoke,654_Smoke
655,562,Smoke,655_Smoke
656,561,Smoke,656_Smoke
657,560,Smoke,657_Smoke
658,559,Smoke,658_Smoke
659,558,Smoke,659_Smoke
660,557,Smoke,660_Smoke
661,557,Smoke,661_Smoke
662,556,Smoke,662_Smoke
663,555,Smoke,663_Smoke
664,554,Smoke,664_Smoke
665,553,Smoke,665_Smoke
666,553,Smoke,666_Smoke
667,552,Smoke,667_Smoke
668,551,Smoke,668_Smoke
669,551,Smoke,669_Smoke
670,550,Smoke,670_Smoke
671,550,Smoke,671_Smoke
672,549,Smoke,672_Smoke
673,549,Smoke,673_Smoke
674,548,Smoke,674_Smoke
675,547,Smoke,675_Smoke
676,546,Smoke,676_Smoke
677,546,Smoke,677_Smoke
678,545,Smoke,678_Smoke
679,536,Smoke,679_Smoke
680,535,Smoke,680_Smoke
681,535,Smoke,681_Smoke
682,535,Smoke,682_Smoke
683,534,Smoke,683_Smoke
684,534,Smoke,684_Smoke
685,534,Smoke,685_Smoke
686,534,Smoke,686_Smoke
687,533,Smoke,687_Smoke
688,533,Smoke,688_Smoke
689,533,Smoke,689_Smoke
690,533,Smoke,690_Smoke
691,532,Smoke,691_Smoke
692,532,Smoke,692_Smoke
693,532,Smoke,693_Smoke
694,532,Smoke,694_Smoke
695,532,Smoke,695_Smoke
696,532,Smoke,696_Smoke
697,531,Smoke,697_Smoke
698,531,Smoke,698_Smoke
699,531,Smoke,699_Smoke
700,531,Smoke,700_Smoke
701,530,Smoke,701_Smoke
702,530,Smoke,702_Smoke
703,530,Smoke,703_Smoke
704,530,Smoke,704_Smoke
705,530,Smoke,705_Smoke
706,537,Smoke,706_Smoke
707,572,Smoke,707_Smoke
708,576,Smoke,708_Smoke
709,574,Smoke,709_Smoke
710,571,Smoke,710_Smoke
711,568,Smoke,711_Smoke
712,566,Smoke,712_Smoke
713,565,Smoke,713_Smoke
714,568,Smoke,714_Smoke
715,566,Smoke,715_Smoke
716,564,Smoke,716_Smoke
717,562,Smoke,717_Smoke
718,560,Smoke,718_Smoke
719,740,Smoke,719_Smoke
720,730,Smoke,720_Smoke
721,712,Smoke,721_Smoke
722,697,Smoke,722_Smoke
723,686,Smoke,723_Smoke
724,675,Smoke,724_Smoke
725,733,Smoke,725_Smoke
726,728,Smoke,726_Smoke
727,713,Smoke,727_Smoke
728,699,Smoke,728_Smoke
729,688,Smoke,729_Smoke
730,679,Smoke,730_Smoke
731,671,Smoke,731_Smoke
732,665,Smoke,732_Smoke
733,658,Smoke,733_Smoke
734,653,Smoke,734_Smoke
735,648,Smoke,735_Smoke
736,644,Smoke,736_Smoke
737,639,Smoke,737_Smoke
738,636,Smoke,738_Smoke
739,632,Smoke,739_Smoke
740,629,Smoke,740_Smoke
741,625,Smoke,741_Smoke
742,622,Smoke,742_Smoke
743,620,Smoke,743_Smoke
744,618,Smoke,744_Smoke
745,615,Smoke,745_Smoke
746,613,Smoke,746_Smoke
747,611,Smoke,747_Smoke
748,609,Smoke,748_Smoke
749,607,Smoke,749_Smoke
750,605,Smoke,750_Smoke
751,604,Smoke,751_Smoke
752,602,Smoke,752_Smoke
753,601,Smoke,753_Smoke
754,600,Smoke,754_Smoke
755,598,Smoke,755_Smoke
756,597,Smoke,756_Smoke
757,595,Smoke,757_Smoke
758,595,Smoke,758_Smoke
759,593,Smoke,759_Smoke
760,592,Smoke,760_Smoke
761,590,Smoke,761_Smoke
762,589,Smoke,762_Smoke
763,588,Smoke,763_Smoke
764,587,Smoke,764_Smoke
765,586,Smoke,765_Smoke
766,585,Smoke,766_Smoke
767,584,Smoke,767_Smoke
768,583,Smoke,768_Smoke
769,583,Smoke,769_Smoke
770,582,Smoke,770_Smoke
771,581,Smoke,771_Smoke
772,581,Smoke,772_Smoke
773,579,Smoke,773_Smoke
774,578,Smoke,774_Smoke
775,577,Smoke,775_Smoke
776,577,Smoke,776_Smoke
777,576,Smoke,777_Smoke
778,575,Smoke,778_Smoke
779,574,Smoke,779_Smoke
780,573,Smoke,780_Smoke
781,573,Smoke,781_Smoke
782,572,Smoke,782_Smoke
783,572,Smoke,783_Smoke
784,571,Smoke,784_Smoke
785,570,Smoke,785_Smoke
786,570,Smoke,786_Smoke
787,569,Smoke,787_Smoke
788,569,Smoke,788_Smoke
789,568,Smoke,789_Smoke
790,568,Smoke,790_Smoke
791,567,Smoke,791_Smoke
792,566,Smoke,792_Smoke
793,566,Smoke,793_Smoke
794,565,Smoke,794_Smoke
795,565,Smoke,795_Smoke
796,565,Smoke,796_Smoke
797,564,Smoke,797_Smoke
798,564,Smoke,798_Smoke
799,563,Smoke,799_Smoke
800,563,Smoke,800_Smoke
801,562,Smoke,801_Smoke
802,562,Smoke,802_Smoke
803,562,Smoke,803_Smoke
804,562,Smoke,804_Smoke
805,561,Smoke,805_Smoke
806,561,Smoke,806_Smoke
807,560,Smoke,807_Smoke
808,561,Smoke,808_Smoke
809,560,Smoke,809_Smoke
810,559,Smoke,810_Smoke
811,559,Smoke,811_Smoke
812,558,Smoke,812_Smoke
813,558,Smoke,813_Smoke
814,558,Smoke,814_Smoke
815,557,Smoke,815_Smoke
816,557,Smoke,816_Smoke
817,557,Smoke,817_Smoke
818,556,Smoke,818_Smoke
819,556,Smoke,819_Smoke
820,556,Smoke,820_Smoke
821,556,Smoke,821_Smoke
822,556,Smoke,822_Smoke
823,556,Smoke,823_Smoke
824,555,Smoke,824_Smoke
825,555,Smoke,825_Smoke
826,555,Smoke,826_Smoke
827,555,Smoke,827_Smoke
828,555,Smoke,828_Smoke
829,555,Smoke,829_Smoke
830,556,Smoke,830_Smoke
831,560,Smoke,831_Smoke
832,561,Smoke,832_Smoke
833,592,Smoke,833_Smoke
834,623,Smoke,834_Smoke
835,641,Smoke,835_Smoke
836,644,Smoke,836_Smoke
837,646,Smoke,837_Smoke
838,644,Smoke,838_Smoke
839,641,Smoke,839_Smoke
840,655,Smoke,840_Smoke
841,675,Smoke,841_Smoke
842,673,Smoke,842_Smoke
843,675,Smoke,843_Smoke
844,676,Smoke,844_Smoke
845,679,Smoke,845_Smoke
846,683,Smoke,846_Smoke
847,685,Smoke,847_Smoke
848,680,Smoke,848_Smoke
849,681,Smoke,849_Smoke
850,681,Smoke,850_Smoke
851,693,Smoke,851_Smoke
852,699,Smoke,852_Smoke
853,713,Smoke,853_Smoke
854,709,Smoke,854_Smoke
855,710,Smoke,855_Smoke
856,704,Smoke,856_Smoke
857,703,Smoke,857_Smoke
858,699,Smoke,858_Smoke
859,692,Smoke,859_Smoke
860,685,Smoke,860_Smoke
861,680,Smoke,861_Smoke
862,683,Smoke,862_Smoke
863,675,Smoke,863_Smoke
864,668,Smoke,864_Smoke
865,663,Smoke,865_Smoke
866,657,Smoke,866_Smoke
867,652,Smoke,867_Smoke
868,648,Smoke,868_Smoke
869,644,Smoke,869_Smoke
870,640,Smoke,870_Smoke
871,637,Smoke,871_Smoke
872,634,Smoke,872_Smoke
873,631,Smoke,873_Smoke
874,628,Smoke,874_Smoke
875,626,Smoke,875_Smoke
876,624,Smoke,876_Smoke
877,621,Smoke,877_Smoke
878,619,Smoke,878_Smoke
879,617,Smoke,879_Smoke
880,615,Smoke,880_Smoke
881,613,Smoke,881_Smoke
882,611,Smoke,882_Smoke
883,609,Smoke,883_Smoke
884,608,Smoke,884_Smoke
885,607,Smoke,885_Smoke
886,604,Smoke,886_Smoke
887,603,Smoke,887_Smoke
888,602,Smoke,888_Smoke
889,601,Smoke,889_Smoke
890,599,Smoke,890_Smoke
891,598,Smoke,891_Smoke
892,598,Smoke,892_Smoke
893,596,Smoke,893_Smoke
894,595,Smoke,894_Smoke
895,594,Smoke,895_Smoke
896,592,Smoke,896_Smoke
897,592,Smoke,897_Smoke
898,591,Smoke,898_Smoke
899,590,Smoke,899_Smoke
900,589,Smoke,900_Smoke
901,588,Smoke,901_Smoke
902,587,Smoke,902_Smoke
903,586,Smoke,903_Smoke
904,585,Smoke,904_Smoke
905,585,Smoke,905_Smoke
906,585,Smoke,906_Smoke
907,583,Smoke,907_Smoke
908,582,Smoke,908_Smoke
909,582,Smoke,909_Smoke
910,581,Smoke,910_Smoke
911,580,Smoke,911_Smoke
912,579,Smoke,912_Smoke
913,579,Smoke,913_Smoke
914,578,Smoke,914_Smoke
915,578,Smoke,915_Smoke
916,577,Smoke,916_Smoke
917,576,Smoke,917_Smoke
918,576,Smoke,918_Smoke
919,576,Smoke,919_Smoke
920,574,Smoke,920_Smoke
921,574,Smoke,921_Smoke
922,574,Smoke,922_Smoke
923,573,Smoke,923_Smoke
924,573,Smoke,924_Smoke
925,572,Smoke,925_Smoke
926,571,Smoke,926_Smoke
927,571,Smoke,927_Smoke
928,571,Smoke,928_Smoke
929,570,Smoke,929_Smoke
930,570,Smoke,930_Smoke
931,570,Smoke,931_Smoke
932,569,Smoke,932_Smoke
933,568,Smoke,933_Smoke
934,568,Smoke,934_Smoke
935,568,Smoke,935_Smoke
936,568,Smoke,936_Smoke
937,567,Smoke,937_Smoke
938,567,Smoke,938_Smoke
939,566,Smoke,939_Smoke
940,566,Smoke,940_Smoke
941,566,Smoke,941_Smoke
942,566,Smoke,942_Smoke
943,566,Smoke,943_Smoke
944,565,Smoke,944_Smoke
945,565,Smoke,945_Smoke
946,565,Smoke,946_Smoke
947,564,Smoke,947_Smoke
948,564,Smoke,948_Smoke
949,564,Smoke,949_Smoke
950,563,Smoke,950_Smoke
951,563,Smoke,951_Smoke
952,563,Smoke,952_Smoke
953,731,Smoke,953_Smoke
954,727,Smoke,954_Smoke
955,718,Smoke,955_Smoke
956,710,Smoke,956_Smoke
957,703,Smoke,957_Smoke
958,699,Smoke,958_Smoke
959,756,Smoke,959_Smoke
960,742,Smoke,960_Smoke
961,729,Smoke,961_Smoke
962,720,Smoke,962_Smoke
963,711,Smoke,963_Smoke
964,714,Smoke,964_Smoke
965,720,Smoke,965_Smoke
966,732,Smoke,966_Smoke
967,723,Smoke,967_Smoke
968,713,Smoke,968_Smoke
969,704,Smoke,969_Smoke
970,713,Smoke,970_Smoke
971,711,Smoke,971_Smoke
972,714,Smoke,972_Smoke
973,710,Smoke,973_Smoke
974,704,Smoke,974_Smoke
975,697,Smoke,975_Smoke
976,693,Smoke,976_Smoke
977,691,Smoke,977_Smoke
978,685,Smoke,978_Smoke
979,683,Smoke,979_Smoke
980,679,Smoke,980_Smoke
981,675,Smoke,981_Smoke
982,673,Smoke,982_Smoke
983,668,Smoke,983_Smoke
984,664,Smoke,984_Smoke
985,661,Smoke,985_Smoke
986,658,Smoke,986_Smoke
987,655,Smoke,987_Smoke
988,652,Smoke,988_Smoke
989,649,Smoke,989_Smoke
990,646,Smoke,990_Smoke
991,644,Smoke,991_Smoke
992,641,Smoke,992_Smoke
993,594,Smoke,993_Smoke
994,594,Smoke,994_Smoke
995,593,Smoke,995_Smoke
996,593,Smoke,996_Smoke
997,592,Smoke,997_Smoke
998,592,Smoke,998_Smoke
999,591,Smoke,999_Smoke
1000,591,Smoke,1000_Smoke
1001,590,Smoke,1001_Smoke
1002,590,Smoke,1002_Smoke
1003,589,Smoke,1003_Smoke
1004,589,Smoke,1004_Smoke
1005,589,Smoke,1005_Smoke
1006,589,Smoke,1006_Smoke
1007,588,Smoke,1007_Smoke
1008,587,Smoke,1008_Smoke
1009,587,Smoke,1009_Smoke
1010,587,Smoke,1010_Smoke
1011,586,Smoke,1011_Smoke
1012,586,Smoke,1012_Smoke
